obstacle_width,obstacle_height,dino_position_y,distanceFromNextObstacle,speed,label
151,325,108,228.31995094603536,33,Jump
118,325,109,219.31712199461307,33,Jump
85,325,113,212.05895406702354,33,Jump
52,325,120,206.90335908341362,33,Jump
19,325,130,204.31837900688228,33,Jump
-14,325,144,203.9534260560484,33,Jump
-47,325,161,207.4246851269154,33,Jump
1100,300,181,1026.918205116649,33,Jump
1067,300,204,991.6577030407216,33,Jump
1034,300,230,956.5646867828647,33,Jump
1001,300,260,921.8682118394147,33,Jump
968,300,293,888.0275896614925,33,Jump
935,300,310,855.0584775323849,33,Run
902,300,310,822.0608250001942,33,Run
869,300,310,789.0633688114028,33,Run
836,300,310,756.066134673416,33,Run
803,300,310,723.0691529860751,33,Run
770,300,310,690.0724599634447,33,Run
737,300,310,657.0760990935524,33,Run
704,300,310,624.0801230611339,33,Run
671,300,310,591.0845963142671,33,Run
638,300,310,558.0895985413094,33,Run
605,300,310,525.0952294584288,33,Run
572,300,310,492.10161552264793,33,Run
539,300,310,459.10891953870816,33,Run
506,300,310,426.1173547275445,33,Run
473,300,310,393.1272058761642,33,Run
440,300,276,360.7991130809498,33,Jump
407,300,245,331.59312417479345,33,Jump
374,300,217,305.49140740780257,33,Jump
341,300,192,282.46238687655386,33,Jump
308,300,170,262.4576156258378,33,Jump
275,300,152,244.80400323524123,33,Jump
242,300,137,229.8107917396396,33,Jump
209,300,125,217.40745157422734,33,Jump
176,300,116,207.53794833716555,33,Jump
143,300,110,200.1724256734678,33,Jump
110,300,108,194.32961688841976,33,Jump
77,300,109,191.02355875650522,33,Jump
44,300,113,190.4337155022713,33,Jump
11,300,120,192.77188591700815,33,Jump
-22,300,130,198.25236442474022,33,Jump
-55,300,144,206.30317496345035,33,Jump
-88,300,161,218.04815981796315,33,Jump
1100,300,181,1026.918205116649,33,Jump
1067,300,204,991.6577030407216,33,Jump
1034,300,230,956.5646867828647,33,Jump
1001,300,260,921.8682118394147,33,Jump
968,300,293,888.0275896614925,33,Jump
935,300,310,855.0584775323849,33,Run
902,300,310,822.0608250001942,33,Run
869,300,310,789.0633688114028,33,Run
836,300,310,756.066134673416,33,Run
803,300,310,723.0691529860751,33,Run
770,300,310,690.0724599634447,33,Run
737,300,310,657.0760990935524,33,Run
704,300,310,624.0801230611339,33,Run
671,300,310,591.0845963142671,33,Run
638,300,310,558.0895985413094,33,Run
605,300,310,525.0952294584288,33,Run
572,300,310,492.10161552264793,33,Run
539,300,310,459.10891953870816,33,Run
506,300,310,426.1173547275445,33,Run
473,300,310,393.1272058761642,33,Run
440,300,310,360.1388621073821,33,Run
407,300,276,327.8795510549568,33,Jump
374,300,245,299.1003176193566,33,Jump
341,300,217,273.87953556262653,33,Jump
308,300,192,252.28555249954366,33,Jump
275,300,170,234.3608329051593,33,Jump
242,300,152,219.42652528807906,33,Jump
209,300,137,207.87015177749788,33,Jump
176,300,125,199.60210419732553,33,Jump
143,300,116,194.48650338776724,33,Jump
110,300,110,192.35384061671346,33,Jump
77,300,108,192.02343606966312,33,Jump
44,300,109,194.36306233438492,33,Jump
11,300,113,199.32385707686876,33,Jump
-22,300,120,206.8912757948,33,Jump
-55,300,130,217.0829334609241,34,Jump
-89,300,144,229.99347816840373,34,Jump
1100,290,161,1028.1249924012159,34,Jump
1066,290,181,992.0065523977148,34,Jump
1032,290,204,955.8765610684259,34,Jump
998,290,230,919.9586947249317,34,Jump
964,290,260,884.5089032904078,34,Jump
930,290,293,850.0052941011603,34,Jump
896,290,310,816.2450612408016,34,Run
862,290,310,782.2557126669002,34,Run
828,290,310,748.2673319075209,34,Run
794,290,310,714.2800571204547,34,Run
760,290,310,680.2940540677979,34,Run
726,290,310,646.309523370962,34,Run
692,290,310,612.326710180113,34,Run
658,290,310,578.3459172502214,34,Run
624,290,310,544.3675229107629,34,Run
590,290,310,510.3920062069938,34,Run
556,290,310,476.4199827882957,34,Run
522,290,310,442.45225731145274,34,Run
488,290,310,408.48990195597247,34,Run
454,290,276,374.2619403572851,34,Jump
420,290,245,342.96501279285036,34,Jump
386,290,217,314.58703088334715,34,Jump
352,290,192,289.1158937173811,34,Jump
318,290,170,266.54080363051355,34,Jump
284,290,152,246.2925090212855,34,Jump
250,290,137,228.7116088002531,34,Jump
216,290,125,213.82469455140114,34,Jump
182,290,116,201.69283576765935,34,Jump
148,290,110,192.4162155328911,34,Jump
114,290,108,185.14858897652988,34,Jump
80,290,109,181.0,34,Jump
46,290,113,180.23595645708434,34,Jump
12,290,120,183.09560344257315,34,Jump
-22,290,130,189.74720024284943,34,Jump
-56,290,144,199.52944644838766,34,Jump
-90,290,161,213.40337391897066,34,Jump
1100,325,181,1030.1145567362885,34,Jump
1066,325,204,993.3966982026868,34,Jump
1032,325,230,956.7282790845057,34,Jump
998,325,260,920.2983211980776,34,Jump
964,325,293,884.5789959070925,34,Jump
930,325,310,850.1323426384859,34,Run
896,325,310,816.1378560022811,34,Run
862,325,310,782.1438486621244,34,Run
828,325,310,748.1503859519154,34,Run
794,325,310,714.1575456438167,34,Run
760,325,310,680.1654210557899,34,Run
726,325,310,646.1741251396561,34,Run
692,325,310,612.1837959306013,34,Run
658,325,310,578.1946039180926,34,Run
624,325,310,544.2067621777591,34,Run
590,325,310,510.22054055084845,34,Run
556,325,310,476.2362858917829,34,Run
522,325,310,442.2544516452039,34,Run
488,325,310,408.2756421830722,34,Run
454,325,310,374.30068127108717,34,Run
420,325,276,343.5127362995439,34,Jump
386,325,245,316.28468189275304,34,Jump
352,325,217,292.6567955814455,34,Jump
318,325,192,272.6407893181063,34,Jump
284,325,170,256.20499604808646,34,Jump
250,325,152,242.54690268069803,34,Jump
216,325,137,232.03448019637082,34,Jump
182,325,125,224.50835173774718,34,Jump
148,325,116,219.78398485785993,34,Jump
114,325,110,217.671771252039,34,Jump
80,325,108,217.0,34,Jump
46,325,109,218.65955272980872,34,Jump
12,325,113,222.63872080121195,34,Jump
-22,325,120,228.97379762758882,34,Jump
-56,325,130,237.7414562082095,34,Jump
-90,325,144,248.31633051412467,34,Jump
1100,325,161,1033.1001887522816,34,Jump
1066,325,181,996.4597332556896,34,Jump
1032,325,204,959.6587935302839,34,Jump
998,325,230,922.9024867232724,34,Jump
964,325,260,886.3864845540008,34,Jump
930,325,293,850.6021396634269,34,Jump
896,325,310,816.1378560022811,34,Run
862,325,310,782.1438486621244,34,Run
828,325,310,748.1503859519154,34,Run
794,325,310,714.1575456438167,34,Run
760,325,310,680.1654210557899,34,Run
726,325,310,646.1741251396561,34,Run
692,325,310,612.1837959306013,34,Run
658,325,310,578.1946039180926,34,Run
624,325,310,544.2067621777591,34,Run
590,325,310,510.22054055084845,34,Run
556,325,310,476.2362858917829,34,Run
522,325,310,442.2544516452039,34,Run
488,325,310,408.2756421830722,34,Run
454,325,310,374.30068127108717,34,Run
420,325,310,340.3307215048327,34,Run
386,325,310,306.36742646697934,34,Run
352,325,276,276.3783638420345,34,Jump
318,325,245,251.08564275959708,34,Jump
284,325,217,230.82460874005614,34,Jump
250,325,192,215.84485168750263,34,Jump
216,325,170,206.20620747203515,35,Jump
181,325,152,200.32473636573192,35,Jump
146,325,137,199.24858845171275,35,Jump
111,325,125,202.38824076511955,35,Jump
76,325,116,209.03827400741713,35,Jump
41,325,110,218.50858106719744,35,Jump
6,325,108,229.2705825002414,35,Jump
-29,325,109,241.9442084448396,35,Jump
-64,325,113,256.28109567426156,35,Jump
-99,325,120,272.15069355046666,35,Jump
1100,290,130,1032.4727599312246,35,Jump
1065,290,144,995.761517633615,35,Jump
1030,290,161,958.7184153858733,35,Jump
995,290,181,921.4694786046904,35,Jump
960,290,204,884.1922867792955,35,Jump
925,290,230,847.1274992585237,35,Jump
890,290,260,810.5553651663778,35,Jump
855,290,293,775.0058064298615,35,Jump
820,290,310,740.2702209328698,35,Run
785,290,310,705.2836308890204,35,Run
750,290,310,670.2984409947558,35,Run
715,290,310,635.3148825582476,35,Run
680,290,310,600.3332407921454,35,Run
645,290,310,565.3538714822779,35,Run
610,290,310,530.3772242470448,35,Run
575,290,310,495.40387564087547,35,Run
540,290,310,460.43457732885355,35,Run
505,290,310,425.47032799009617,35,Run
470,290,310,390.51248379533274,35,Run
435,290,310,355.5629339512205,35,Run
400,290,310,320.62439083762797,35,Run
365,290,276,285.34365246137855,35,Jump
330,290,245,254.01771591761076,35,Jump
295,290,217,227.05505940189926,35,Jump
260,290,192,204.94877408757534,35,Jump
225,290,170,188.2153022471871,35,Jump
190,290,152,176.47662734764623,35,Jump
155,290,137,170.3936618539551,35,Jump
120,290,125,169.77926846349644,35,Jump
85,290,116,174.07182425654074,35,Jump
50,290,110,182.4828759089466,35,Jump
15,290,108,193.25889371514057,35,Jump
-20,290,109,206.7873303662485,35,Jump
-55,290,113,222.60727750906977,35,Jump
-90,290,120,240.41630560342617,35,Jump
1100,300,130,1034.0696301506973,35,Jump
1065,300,144,997.276792069283,35,Jump
1030,300,161,960.1150972669891,35,Jump
995,300,181,922.7058036015596,35,Jump
960,300,204,885.2208763918754,35,Jump
925,300,230,847.8944509784222,35,Jump
890,300,260,810.987052917616,35,Jump
855,300,293,775.0316122584936,35,Jump
820,300,310,740.0675644831356,35,Run
785,300,310,705.0709184188496,35,Run
750,300,310,670.0746227100382,35,Run
715,300,310,635.0787352761861,35,Run
680,300,310,600.0833275470999,35,Run
645,300,310,565.0884886458049,35,Run
610,300,310,530.0943312279429,35,Run
575,300,310,495.1009997970111,35,Run
540,300,310,460.10868281309365,35,Run
505,300,310,425.1176307799995,35,Run
470,300,310,390.1281840626232,35,Run
435,300,310,355.1408171415953,35,Run
400,300,310,320.1562118716424,35,Run
365,300,276,286.0087411251621,35,Jump
330,300,245,255.9785147234041,35,Jump
295,300,217,230.46474784660668,35,Jump
260,300,192,209.91426821443082,35,Jump
225,300,170,194.74342094150447,35,Jump
190,300,152,184.40173534975207,35,Jump
155,300,137,179.42686532400882,35,Jump
120,300,125,179.51323071016242,35,Jump
85,300,116,184.06792224611002,35,Jump
50,300,110,192.35384061671346,35,Jump
15,300,108,202.70421801235415,35,Jump
-20,300,109,215.59452683219953,35,Jump
-55,300,113,230.63824487712353,35,Jump
-90,300,120,247.58836806279893,35,Jump
1100,325,130,1038.4724358402586,35,Jump
1065,325,144,1001.4918871363861,35,Jump
1030,325,161,964.0518658246557,35,Jump
995,325,181,926.2618420295635,35,Jump
960,325,204,888.2797982617865,35,Jump
925,325,230,850.3234678638477,35,Jump
890,325,260,812.603839518372,35,Jump
855,325,293,775.6603638191139,35,Jump
820,325,310,740.1520114138716,35,Run
785,325,310,705.1595564125895,35,Run
750,325,310,670.1678894127948,35,Run
715,325,310,635.1771406466073,35,Run
680,325,310,600.1874707122766,35,Run
645,325,310,565.1990799709426,35,Run
610,325,310,530.2122216622322,35,Run
575,325,310,495.22722057657535,35,Run
540,325,310,460.2445002387318,35,Run
505,325,310,425.26462349929835,35,Run
470,325,310,390.2883549377306,35,Run
435,325,276,358.36573496917924,35,Jump
400,325,245,329.84845004941286,36,Jump
364,325,217,303.84206423732707,36,Jump
328,325,192,281.41250860613854,36,Jump
292,325,170,262.6194966105906,36,Jump
256,325,152,246.78938388836744,36,Jump
220,325,137,234.4013651837378,36,Jump
184,325,125,225.42404485768594,36,Jump
148,325,116,219.78398485785993,36,Jump
112,325,110,217.36835096213983,36,Jump
76,325,108,217.03686322834653,36,Jump
40,325,109,219.6724834839357,36,Jump
4,325,113,225.21101216414795,36,Jump
-32,325,120,233.60008561642266,36,Jump
1100,325,130,1038.4724358402586,36,Jump
1064,325,144,1000.5083707795752,36,Jump
1028,325,161,962.0810776644555,36,Jump
992,325,181,923.2984349602245,36,Jump
956,325,204,884.3172507646789,36,Jump
920,325,230,845.3549550336829,36,Jump
884,325,260,806.6232081957473,36,Jump
848,325,293,768.6663775657161,36,Jump
812,325,310,732.1536723939859,36,Run
776,325,310,696.1616191661244,36,Run
740,325,310,660.1704325399616,36,Run
704,325,310,624.1802624242455,36,Run
668,325,310,588.1912954133204,36,Run
632,325,310,552.20376673833,36,Run
596,325,310,516.2179772150521,36,Run
560,325,310,480.23431780746364,36,Run
524,325,276,446.6956458261038,36,Jump
488,325,245,415.76916672596104,36,Jump
452,325,217,387.36029739765536,36,Jump
416,325,192,361.3654659759286,36,Jump
380,325,170,337.6758800980609,36,Jump
344,325,152,315.6342820417326,36,Jump
308,325,137,295.51311307622206,36,Jump
272,325,125,277.2435752186153,36,Jump
236,325,116,260.8006901831358,36,Jump
200,325,110,246.22144504490262,36,Jump
164,325,108,232.69078194032525,36,Jump
128,325,109,221.2690669750293,36,Jump
92,325,113,212.33935103979195,36,Jump
56,325,120,206.40009689920205,36,Jump
20,325,130,204.02205763103166,36,Jump
-16,325,144,204.88289338058462,36,Jump
-52,325,161,210.52315787105226,36,Jump
1100,325,181,1030.1145567362885,36,Jump
1064,325,204,991.4116198633138,36,Jump
1028,325,230,952.748130410131,36,Jump
992,325,260,914.3134035985692,36,Jump
956,325,293,876.584280032445,36,Jump
920,325,310,840.1339178964269,36,Run
884,325,310,804.1399131991894,36,Run
848,325,310,768.1464704078253,36,Run
812,325,310,732.1536723939859,36,Run
776,325,310,696.1616191661244,36,Run
740,325,310,660.1704325399616,36,Run
704,325,310,624.1802624242455,36,Run
668,325,310,588.1912954133204,36,Run
632,325,310,552.20376673833,36,Run
596,325,310,516.2179772150521,36,Run
560,325,310,480.23431780746364,36,Run
524,325,276,446.6956458261038,36,Jump
488,325,245,415.76916672596104,36,Jump
452,325,217,387.36029739765536,36,Jump
416,325,192,361.3654659759286,36,Jump
380,325,170,337.6758800980609,36,Jump
344,325,152,315.6342820417326,36,Jump
308,325,137,295.51311307622206,36,Jump
272,325,125,277.2435752186153,36,Jump
236,325,116,260.8006901831358,36,Jump
200,325,110,246.22144504490262,36,Jump
164,325,108,232.69078194032525,36,Jump
128,325,109,221.2690669750293,36,Jump
92,325,113,212.33935103979195,36,Jump
56,325,120,206.40009689920205,36,Jump
20,325,130,204.02205763103166,36,Jump
-16,325,144,204.88289338058462,36,Jump
-52,325,161,210.52315787105226,36,Jump
-88,325,181,221.2690669750293,36,Jump
1100,250,204,1021.0367280367539,36,Jump
1064,250,230,984.2032310452959,36,Jump
1028,250,260,948.05274114893,36,Jump
992,250,293,913.013143388418,36,Jump
956,250,310,878.0523902364824,36,Run
920,250,310,842.140130857092,36,Run
884,250,310,806.2356975475597,36,Run
848,250,310,770.3401845937937,36,Run
812,250,310,734.4548999087691,36,Run
776,250,310,698.5814197357385,36,Run
740,250,310,662.7216610312356,36,Run
704,250,310,626.8779785572309,36,Run
668,250,310,591.053297089188,36,Run
632,250,310,555.2512944604451,36,Run
596,250,310,519.4766597259207,36,Run
560,250,310,483.735464897913,36,Run
524,250,310,448.03571286226725,36,Run
488,250,310,412.38816665855,36,Run
452,250,310,376.807643234582,36,Run
416,250,310,341.3151036798694,36,Run
380,250,310,305.9411708155671,37,Run
343,250,340,277.973020273551,37,Duck
306,250,340,243.26117651610582,37,Duck
269,250,340,209.33466029303412,37,Duck
232,250,340,176.64653973401235,37,Duck
195,250,340,146.03081866510234,37,Duck
158,250,340,119.09659944767525,37,Duck
121,250,340,98.89893831583835,37,Duck
84,250,340,90.08884503644167,37,Duck
47,250,340,95.85927185202274,37,Duck
10,250,340,114.0175425099138,37,Duck
-27,250,340,139.8177385026664,37,Duck
-64,250,340,169.81166037701888,37,Duck
1100,325,340,1020.1102881551583,37,Duck
1063,325,310,983.1144389133952,37,Run
1026,325,310,946.1189143020025,37,Run
989,325,310,909.1237539521228,37,Run
952,325,310,872.129004218986,37,Run
915,325,310,835.1347196710241,37,Run
878,325,310,798.1409649930267,37,Run
841,325,310,761.1478174441545,37,Run
804,325,310,724.1553700691586,37,Run
767,325,310,687.1637359465356,37,Run
730,325,310,650.1730538864249,37,Run
693,325,310,613.1834961901698,37,Run
656,325,310,576.195279397532,37,Run
619,325,310,539.2086794553663,37,Run
582,325,310,502.22405358564816,37,Run
545,325,310,465.2418725781247,37,Run
508,325,276,430.7957752810489,37,Jump
471,325,245,399.10023803550905,37,Jump
434,325,217,370.10809231898725,37,Jump
397,325,192,343.77027212951384,37,Jump
360,325,170,320.0390601161052,37,Jump
323,325,152,298.29180344085887,37,Jump
286,325,137,278.89065957826557,37,Jump
249,325,125,261.8415551435639,37,Jump
212,325,116,247.19425559668656,37,Jump
175,325,110,235.05318547086316,37,Jump
138,325,108,224.61745257214542,37,Jump
101,325,109,217.0184323968819,37,Jump
64,325,113,212.60291625469299,37,Jump
27,325,120,211.74040710265956,37,Jump
-10,325,130,214.76731594914529,37,Jump
-47,325,144,221.11083193728885,37,Jump
-84,325,161,231.93102422918759,37,Jump
-121,325,181,247.25897354797863,37,Jump
1100,325,204,1027.1518875025251,37,Jump
1063,325,230,987.5798701877231,37,Jump
1026,325,260,948.2304572201845,37,Jump
989,325,293,909.563081924503,37,Jump
952,325,310,872.129004218986,37,Run
915,325,310,835.1347196710241,37,Run
878,325,310,798.1409649930267,37,Run
841,325,310,761.1478174441545,37,Run
804,325,310,724.1553700691586,37,Run
767,325,310,687.1637359465356,37,Run
730,325,310,650.1730538864249,37,Run
693,325,310,613.1834961901698,37,Run
656,325,310,576.195279397532,37,Run
619,325,310,539.2086794553663,37,Run
582,325,310,502.22405358564816,37,Run
545,325,310,465.2418725781247,37,Run
508,325,310,428.2627698037736,37,Run
471,325,276,394.0583713106473,37,Jump
434,325,245,362.92698990292797,37,Jump
397,325,217,334.89252007173883,37,Jump
360,325,192,309.9822575567834,37,Jump
323,325,170,288.22560607968194,37,Jump
286,325,152,269.0074348414928,37,Jump
249,325,137,252.79438284898657,37,Jump
212,325,125,239.63305281200255,37,Jump
175,325,116,229.57787349829687,37,Jump
138,325,110,222.6858774148015,37,Jump
101,325,108,218.01376103356412,37,Jump
64,325,109,216.59178193089414,37,Jump
27,325,113,218.52459815773602,37,Jump
-10,325,120,223.8861317723811,37,Jump
-47,325,130,232.71012010653942,37,Jump
-84,325,144,244.24782496472716,37,Jump
1100,250,161,1023.8754807104231,37,Jump
1063,250,181,985.4186927392843,37,Jump
1026,250,204,947.1177329139182,37,Jump
989,250,230,909.219995380656,37,Jump
952,250,260,872.0573375644517,37,Jump
915,250,293,836.1064525525443,37,Jump
878,250,310,800.2524601649158,37,Run
841,250,310,763.3616443075981,37,Run
804,250,310,726.4819337051679,37,Run
767,250,310,689.6151100432762,37,Run
730,250,310,652.7633568147036,37,Run
693,250,310,615.929379068737,37,Run
656,250,310,579.1165685766554,37,Run
619,250,310,542.3292357968543,37,Run
582,250,310,505.5729423139652,37,Run
545,250,310,468.8549882426335,37,Run
508,250,310,432.1851455105786,37,Run
471,250,310,395.5767940615324,37,Run
434,250,340,365.2615501253862,37,Duck
397,250,340,329.52845097199116,37,Duck
360,250,340,294.10882339705483,38,Duck
322,250,340,258.1937257177254,38,Duck
284,250,340,222.97085011274456,38,Duck
246,250,340,188.8279640307547,38,Duck
208,250,340,156.4736399525492,38,Duck
170,250,340,127.27922061357856,38,Duck
132,250,340,103.94229168149026,38,Duck
94,250,340,91.0823802938856,38,Duck
56,250,340,93.14504817756014,38,Duck
18,250,340,109.288608738514,38,Duck
-20,250,340,134.5362404707371,38,Duck
-58,250,310,150.47923444781344,38,Run
-96,250,310,185.94622878671134,38,Run
1100,320,310,1020.0490184299969,38,Run
1062,320,310,982.0509151770085,38,Run
1024,320,310,944.0529646158631,38,Run
986,320,310,906.0551859572352,38,Run
948,320,310,868.057601775366,38,Run
910,320,310,830.0602387778853,38,Run
872,320,310,792.0631287971938,38,Run
834,320,310,754.0663100815472,38,Run
796,320,310,716.0698289971447,38,Run
758,320,310,678.0737423024136,38,Run
720,320,310,640.0781202322104,38,Run
682,320,310,602.0830507496453,38,Run
644,320,310,564.0886455159331,38,Run
606,320,310,526.0950484465711,38,Run
568,320,310,488.1024482626573,38,Run
530,320,310,450.111097397076,38,Run
492,320,310,412.1213413547034,38,Run
454,320,310,374.13366595376044,38,Run
416,320,276,338.86870613852795,38,Jump
378,320,245,307.2930197710322,38,Jump
340,320,217,279.6587205863604,38,Jump
302,320,192,256.2576828116574,38,Jump
264,320,170,237.39418695494632,38,Jump
226,320,152,222.5758297749331,38,Jump
188,320,137,212.49235280357738,38,Jump
150,320,125,207.18349355100662,38,Jump
112,320,116,206.49455198624491,38,Jump
74,320,110,210.08569680013915,38,Jump
36,320,108,216.51789764358972,38,Jump
-2,320,109,226.37358503146962,38,Jump
-40,320,113,239.26763257908496,38,Jump
-78,320,120,254.8803640926464,38,Jump
1100,325,130,1038.4724358402586,38,Jump
1062,325,144,998.5414362959606,38,Jump
1024,325,161,958.1398645291824,38,Jump
986,325,181,917.3723344422373,38,Jump
948,325,204,876.3931766051126,38,Jump
910,325,230,835.419056521935,38,Jump
872,325,260,794.6628215790645,38,Jump
834,325,293,754.6787395971878,38,Jump
796,325,310,716.1571056688609,38,Run
758,325,310,678.1659089043035,38,Run
720,325,310,640.1757571167468,38,Run
682,325,310,602.1868480795641,38,Run
644,325,310,564.1994328249542,38,Run
606,325,310,526.2138348618364,38,Run
568,325,310,488.2304783603744,38,Run
530,325,310,450.24993059410906,38,Run
492,325,276,414.90360326225175,38,Jump
454,325,245,382.4604554721965,38,Jump
416,325,217,352.9305880764658,38,Jump
378,325,192,326.3326523656497,38,Jump
340,325,170,302.6962173533062,38,Jump
302,325,152,281.4480413859723,38,Jump
264,325,137,263.0589287593181,38,Jump
226,325,125,247.62067765031256,38,Jump
188,325,116,235.25518060183074,38,Jump
150,325,110,226.10838109190027,38,Jump
112,325,108,219.3467574412715,38,Jump
74,325,109,216.08331726442927,38,Jump
36,325,113,216.51789764358972,38,Jump
-2,325,120,220.79175709251467,38,Jump
-40,325,130,228.96506283710622,38,Jump
-78,325,144,240.26027553467927,38,Jump
1100,325,161,1033.1001887522816,38,Jump
1062,325,181,992.5018891669678,38,Jump
1024,325,204,951.7231740374929,38,Jump
986,325,230,910.9670685595611,38,Jump
948,325,260,870.4303533310405,38,Jump
910,325,293,830.6166384078758,38,Jump
872,325,310,792.1420327188805,38,Run
834,325,310,754.1491894844149,38,Run
796,325,310,716.1571056688609,38,Run
758,325,310,678.1659089043035,38,Run
720,325,310,640.1757571167468,38,Run
682,325,310,602.1868480795641,38,Run
644,325,310,564.1994328249542,38,Run
606,325,310,526.2138348618364,38,Run
568,325,310,488.2304783603744,38,Run
530,325,310,450.24993059410906,38,Run
492,325,276,414.90360326225175,38,Jump
454,325,245,382.4604554721965,38,Jump
416,325,217,352.9305880764658,38,Jump
378,325,192,326.3326523656497,38,Jump
340,325,170,302.6962173533062,38,Jump
302,325,152,281.4480413859723,38,Jump
264,325,137,263.0589287593181,38,Jump
226,325,125,247.62067765031256,39,Jump
187,325,116,234.7977853387889,39,Jump
148,325,110,225.49722836434154,39,Jump
109,325,108,218.92921230388603,39,Jump
70,325,109,216.23135757794242,39,Jump
31,325,113,217.5890622251036,39,Jump
-8,325,120,223.0896680709351,39,Jump
1100,325,130,1038.4724358402586,39,Jump
1061,325,144,997.5580183628418,39,Jump
1022,325,161,956.1694410511141,39,Jump
983,325,181,914.4096456184176,39,Jump
944,325,204,872.4316592146345,39,Jump
905,325,230,830.451684326066,39,Jump
866,325,260,788.683079569988,39,Jump
827,325,293,747.6850941405746,39,Jump
788,325,310,708.1588804781029,39,Run
749,325,310,669.1681403055587,39,Run
710,325,310,630.1785461280001,39,Run
671,325,310,591.1903246840226,39,Run
632,325,310,552.20376673833,39,Run
593,325,310,513.2192513926187,39,Run
554,325,276,476.5259699113995,39,Jump
515,325,245,442.2951503238533,39,Jump
476,325,217,410.4631530356897,39,Jump
437,325,192,380.9698150772578,39,Jump
398,325,170,353.76404565755405,39,Jump
359,325,152,328.28341414089135,39,Jump
320,325,137,304.86718419665965,39,Jump
281,325,125,283.5507009337131,39,Jump
242,325,116,264.43335644354704,39,Jump
203,325,110,247.69739602991388,39,Jump
164,325,108,232.69078194032525,39,Jump
125,325,109,220.63771209836273,39,Jump
86,325,113,212.08488866489287,39,Jump
47,325,120,207.63910999616618,39,Jump
8,325,130,207.8677464158401,39,Jump
-31,325,144,212.3252222417299,39,Jump
1100,325,161,1033.1001887522816,39,Jump
1061,325,181,991.5124810107031,39,Jump
1022,325,204,949.7394379512731,39,Jump
983,325,230,907.9834800259308,39,Jump
944,325,260,866.4415733331359,39,Jump
905,325,293,825.620372810652,39,Jump
866,325,310,786.1431167414747,39,Run
827,325,310,747.1505872312489,39,Run
788,325,310,708.1588804781029,39,Run
749,325,310,669.1681403055587,39,Run
710,325,310,630.1785461280001,39,Run
671,325,310,591.1903246840226,39,Run
632,325,310,552.20376673833,39,Run
593,325,310,513.2192513926187,39,Run
554,325,310,474.23728238087733,39,Run
515,325,276,437.75107081536646,39,Jump
476,325,245,404.0,39,Jump
437,325,217,372.9785516621566,39,Jump
398,325,192,344.6926166891307,39,Jump
359,325,170,319.164534370597,39,Jump
320,325,152,295.8530040408581,39,Jump
281,325,137,275.2180953353177,39,Jump
242,325,125,257.37909783041823,39,Jump
203,325,116,242.5077318355025,39,Jump
164,325,110,230.82677487674604,39,Jump
125,325,108,221.61678636782008,39,Jump
86,325,109,216.08331726442927,39,Jump
47,325,113,214.55302374937528,39,Jump
8,325,120,217.27632176562636,39,Jump
-31,325,130,224.37914341578184,39,Jump
-70,325,144,235.07658326596462,39,Jump
1100,300,161,1029.427510803942,39,Jump
1061,300,181,988.1912770309198,39,Jump
1022,300,204,946.8790841496078,39,Jump
983,300,230,905.7091144512127,39,Jump
944,300,260,864.9254303117697,39,Jump
905,300,293,825.0296964352253,39,Jump
866,300,310,786.0636106575599,39,Run
827,300,310,747.0669314057476,39,Run
788,300,310,708.0706179471084,39,Run
749,300,310,669.0747342412506,39,Run
710,300,310,630.0793600809345,39,Run
671,300,310,591.0845963142671,39,Run
632,300,310,552.0905722795853,39,Run
593,300,310,513.0974566298297,39,Run
554,300,276,474.60720601356235,39,Jump
515,300,245,438.46322536787505,39,Jump
476,300,217,404.6047453997543,39,Jump
437,300,192,372.9785516621566,39,Jump
398,300,170,343.5462123208463,39,Jump
359,300,152,315.82431825304394,39,Jump
320,300,137,290.11894112587686,39,Jump
281,300,125,266.50703555441083,39,Jump
242,300,116,245.15301344262525,39,Jump
203,300,110,226.33824246026123,39,Jump
164,300,108,209.57099035887578,39,Jump
125,300,109,196.22945752358385,39,Jump
86,300,113,187.09623192357455,39,Jump
47,300,120,183.0,39,Jump
8,300,130,184.61852561430555,39,Jump
-31,300,144,191.4601786273062,39,Jump
1100,300,161,1029.427510803942,39,Jump
1061,300,181,988.1912770309198,39,Jump
1022,300,204,946.8790841496078,40,Jump
982,300,230,904.7121089053688,40,Jump
942,300,260,862.9275751765034,40,Jump
902,300,293,822.0298048124532,40,Jump
862,300,310,782.0639360052348,40,Run
822,300,310,742.0673823851847,40,Run
782,300,310,702.0712214583361,40,Run
742,300,310,662.0755243927991,40,Run
702,300,310,622.0803806583198,40,Run
662,300,310,582.0859043131005,40,Run
622,300,310,542.092243073077,40,Run
582,300,310,502.09959171463186,40,Run
542,300,276,462.6229566288296,40,Jump
502,300,245,425.5690308281372,40,Jump
462,300,217,390.9130338067535,40,Jump
422,300,192,358.6474592130829,40,Jump
382,300,170,328.79172738984784,40,Jump
342,300,152,300.9119472536775,40,Jump
302,300,137,275.41423347387115,40,Jump
262,300,125,252.48564315620007,40,Jump
222,300,116,232.42202993692314,40,Jump
182,300,110,215.64786110694445,40,Jump
142,300,108,201.76223630798702,40,Jump
102,300,109,192.26284092356485,40,Jump
62,300,113,187.8643127366132,40,Jump
22,300,120,189.1137224000416,40,Jump
-18,300,130,196.22436138257655,40,Jump
