obstacle_width,obstacle_height,dino_position_y,distanceFromNextObstacle,speed,label
134,300,120,187.92551716038992,38,Jump
96,300,130,170.75128110793196,38,Jump
58,300,144,157.54364474646383,38,Jump
20,300,161,151.3968295572929,38,Jump
-18,300,181,154.1590088188167,38,Jump
-56,300,204,166.4692163734785,38,Jump
-94,300,230,187.55265927200287,38,Jump
1100,300,260,1020.7840124139876,38,Jump
1062,300,293,982.024948766578,38,Jump
1024,300,310,944.0529646158631,38,Run
986,300,310,906.0551859572352,38,Run
948,300,310,868.057601775366,38,Run
910,300,310,830.0602387778853,38,Run
872,300,310,792.0631287971938,38,Run
834,300,310,754.0663100815472,38,Run
796,300,310,716.0698289971447,38,Run
758,300,310,678.0737423024136,38,Run
720,300,310,640.0781202322104,38,Run
682,300,310,602.0830507496453,38,Run
644,300,310,564.0886455159331,38,Run
606,300,310,526.0950484465711,38,Run
568,300,310,488.1024482626573,38,Run
530,300,310,450.111097397076,38,Run
492,300,276,412.6984371184364,38,Jump
454,300,245,378.0224861036708,38,Jump
416,300,217,346.09969661934116,38,Jump
378,300,192,316.96687524093113,38,Jump
340,300,170,290.68883707497264,38,Jump
302,300,152,266.8107943843352,38,Jump
264,300,137,245.81497106563708,38,Jump
226,300,125,227.9056822459677,38,Jump
188,300,116,213.3541656495134,38,Jump
150,300,110,202.48456731316588,38,Jump
112,300,108,194.64840096954302,38,Jump
74,300,109,191.09421759959145,38,Jump
36,300,113,192.1067411623028,38,Jump
-2,300,120,197.7978766316767,38,Jump
-40,300,130,208.08652046684813,38,Jump
-78,300,144,222.03603311174518,38,Jump
1100,300,161,1029.427510803942,38,Jump
1062,300,181,989.184007149327,38,Jump
1024,300,204,948.8688002036952,38,Jump
986,300,230,908.7001705733305,38,Jump
948,300,260,868.9211701874917,38,Jump
910,300,293,830.0295175474183,38,Jump
872,300,310,792.0631287971938,38,Run
834,300,310,754.0663100815472,38,Run
796,300,310,716.0698289971447,38,Run
758,300,310,678.0737423024136,38,Run
720,300,310,640.0781202322104,38,Run
682,300,310,602.0830507496453,38,Run
644,300,310,564.0886455159331,38,Run
606,300,310,526.0950484465711,38,Run
568,300,310,488.1024482626573,38,Run
530,300,310,450.111097397076,38,Run
492,300,310,412.1213413547034,38,Run
454,300,276,374.7692623468472,38,Jump
416,300,245,340.4717315725345,38,Jump
378,300,217,309.3428518650463,38,Jump
340,300,192,281.5386296762844,38,Jump
302,300,170,257.26251184344756,38,Jump
264,300,152,236.13555429032706,38,Jump
226,300,137,218.82641522448793,38,Jump
188,300,125,205.6428943581567,38,Jump
150,300,116,196.8654362756449,38,Jump
112,300,110,192.67589366602144,38,Jump
74,300,108,192.09372712298546,38,Jump
36,300,109,196.0025510038071,38,Jump
-2,300,113,204.1886382735337,38,Jump
-40,300,120,216.33307652783935,38,Jump
-78,300,130,232.08619088605855,38,Jump
-116,300,144,250.50349298961882,38,Jump
1100,325,161,1033.1001887522816,38,Jump
1062,325,181,992.5018891669678,38,Jump
1024,325,204,951.7231740374929,38,Jump
986,325,230,910.9670685595611,38,Jump
948,325,260,870.4303533310405,38,Jump
910,325,293,830.6166384078758,38,Jump
872,325,310,792.1420327188805,38,Run
834,325,310,754.1491894844149,38,Run
796,325,310,716.1571056688609,38,Run
758,325,310,678.1659089043035,38,Run
720,325,310,640.1757571167468,38,Run
682,325,310,602.1868480795641,38,Run
644,325,310,564.1994328249542,38,Run
606,325,310,526.2138348618364,38,Run
568,325,310,488.2304783603744,38,Run
530,325,310,450.24993059410906,38,Run
492,325,310,412.27296782592964,38,Run
454,325,310,374.30068127108717,38,Run
416,325,276,339.5541193977773,38,Jump
378,325,245,308.55145437997857,38,Jump
340,325,217,281.5386296762844,38,Jump
302,325,192,258.79142180528316,38,Jump
264,325,170,240.58470441821524,38,Jump
226,325,152,226.37358503146962,38,Jump
188,325,137,216.81328372588243,39,Jump
149,325,125,211.56795598577776,39,Jump
110,325,116,211.14213222377006,39,Jump
71,325,110,215.18828964420902,39,Jump
32,325,108,222.24535990656813,39,Jump
-7,325,109,232.86262044390037,39,Jump
-46,325,113,246.61711213944582,39,Jump
-85,325,120,263.1539473388153,39,Jump
1100,250,130,1027.0345661174215,39,Jump
1061,250,144,986.7101904814807,39,Jump
1022,250,161,946.1950116122997,39,Jump
983,250,181,905.6323757463621,39,Jump
944,250,204,865.2236705037606,39,Jump
905,250,230,825.2423886349998,39,Jump
866,250,260,786.0636106575599,39,Jump
827,250,293,748.2365935985756,39,Jump
788,250,310,710.5378244681982,39,Run
749,250,310,671.6851941199835,39,Run
710,250,310,632.8506932918696,39,Run
671,250,310,594.0378775802095,39,Run
632,250,310,555.2512944604451,39,Run
593,250,310,516.4968538142318,39,Run
554,250,310,477.7823772388429,39,Run
515,250,310,439.11843504913344,39,Run
476,250,276,396.8526174790838,39,Jump
437,250,245,357.03501228871096,39,Jump
398,250,217,319.70767898190996,39,Jump
359,250,192,284.96491012052695,39,Jump
320,250,170,252.98221281347034,39,Jump
281,250,152,223.61797781037194,39,Jump
242,250,137,197.51708786836647,39,Jump
203,250,125,175.3681841155915,39,Jump
164,250,116,158.15182578775372,39,Jump
125,250,110,147.05441169852742,39,Jump
86,250,108,142.12670403551894,39,Jump
47,250,109,144.81022063376605,39,Jump
8,250,113,154.76756766196203,39,Jump
-31,250,120,170.94151046483705,39,Jump
-70,250,130,192.09372712298546,39,Jump
-109,250,144,216.69563908856125,39,Jump
1100,320,161,1032.318264877649,39,Jump
1061,320,181,990.7986677423421,39,Jump
1022,320,204,949.1153776016907,39,Jump
983,320,230,907.4739665687385,39,Jump
944,320,260,866.0808276367743,39,Jump
905,320,293,825.4416999400987,39,Jump
866,320,310,786.0636106575599,39,Run
827,320,310,747.0669314057476,39,Run
788,320,310,708.0706179471084,39,Run
749,320,310,669.0747342412506,39,Run
710,320,310,630.0793600809345,39,Run
671,320,310,591.0845963142671,39,Run
632,320,310,552.0905722795853,39,Run
593,320,310,513.0974566298297,39,Run
554,320,310,474.10547349719553,39,Run
515,320,310,435.1149273467873,39,Run
476,320,310,396.1262425035736,39,Run
437,320,276,359.70126494078386,39,Jump
398,320,245,326.72465471708745,39,Jump
359,320,217,297.40544715926103,39,Jump
320,320,192,272.0,39,Jump
281,320,170,250.80071770232237,39,Jump
242,320,152,233.3838040653207,39,Jump
203,320,137,220.4948979001555,39,Jump
164,320,125,212.32286735064596,39,Jump
125,320,116,208.90428430264421,39,Jump
86,320,110,210.08569680013915,39,Jump
47,320,108,214.55302374937528,39,Jump
8,320,109,222.94618184665106,39,Jump
-31,320,113,234.8829495727606,39,Jump
-70,320,120,250.0,39,Jump
-109,320,130,267.9944029266283,39,Jump
-109,320,144,258.2576233143951,39,Jump
-109,320,161,246.98582955303326,39,Jump
-109,320,181,234.61031520374377,39,Jump
1100,250,204,1021.0367280367539,39,Jump
1061,250,230,981.2038524180385,39,Jump
1022,250,260,942.0530770609478,39,Jump
983,250,293,904.0232297900315,39,Jump
944,250,310,866.0808276367743,39,Run
905,250,310,827.1789407377343,39,Run
866,250,310,788.2867498569286,39,Run
827,250,310,749.405764589518,39,Run
788,250,310,710.5378244681982,39,Run
749,250,310,671.6851941199835,39,Run
710,250,310,632.8506932918696,39,Run
671,250,310,594.0378775802095,39,Run
632,250,310,555.2512944604451,39,Run
593,250,310,516.4968538142318,39,Run
554,250,310,477.7823772388429,39,Run
515,250,310,439.11843504913344,39,Run
476,250,340,406.0985102164252,39,Duck
437,250,340,368.16979778357705,39,Duck
398,250,340,330.4905444940899,39,Duck
359,250,340,293.15695454824197,39,Duck
320,250,340,256.3201123595259,39,Duck
281,250,340,220.22942582679545,39,Duck
242,250,340,185.32134253776601,39,Duck
203,250,340,152.41062955056645,39,Duck
164,250,340,123.10970717209915,39,Duck
125,250,340,100.62305898749054,40,Duck
85,250,340,90.13878188659973,40,Duck
45,250,340,96.56603957913983,40,Duck
5,250,340,117.15374513859982,40,Duck
-35,250,340,146.03081866510234,40,Duck
-75,250,340,179.2344832893492,40,Duck
1100,325,340,1020.1102881551583,40,Duck
1060,325,340,980.114789195633,40,Duck
1020,325,340,940.1196732331475,40,Duck
980,325,310,900.1249913206499,40,Run
940,325,310,860.1308040059954,40,Run
900,325,310,820.137183646736,40,Run
860,325,310,780.1442174367506,40,Run
820,325,310,740.1520114138716,40,Run
780,325,310,700.1606958406048,40,Run
740,325,310,660.1704325399616,40,Run
700,325,310,620.1814250685037,40,Run
660,325,310,580.1939330947886,40,Run
620,325,310,540.2082931610732,40,Run
580,325,310,500.22494939776846,40,Run
540,325,310,460.2445002387318,40,Run
500,325,310,420.267771783657,40,Run
460,325,310,380.2959373961284,40,Run
420,325,276,343.5127362995439,40,Jump
380,325,245,310.4834939252005,40,Jump
340,325,217,281.5386296762844,40,Jump
300,325,192,257.07780923292466,40,Jump
260,325,170,237.53947040439405,40,Jump
220,325,152,222.55111772354684,40,Jump
180,325,137,212.94130646729863,40,Jump
140,325,125,208.806130178211,40,Jump
100,325,116,209.95475703112803,40,Jump
60,325,110,215.92822881689185,40,Jump
20,325,108,225.14217730136662,40,Jump
-20,325,109,238.02520874898943,40,Jump
-60,325,113,254.05511213120667,40,Jump
-100,325,120,272.8094573140748,40,Jump
1100,300,130,1034.0696301506973,40,Jump
1060,300,144,992.3386518724341,40,Jump
1020,300,161,950.2215531127464,40,Jump
980,300,181,907.8331344470745,40,Jump
940,300,204,865.3415510652427,40,Jump
900,300,230,822.9823813423955,40,Jump
860,300,260,781.0249675906655,40,Jump
820,300,293,740.0331073675015,40,Jump
780,300,310,700.0714249274855,40,Run
740,300,310,660.07575322837,40,Run
700,300,310,620.0806399170998,40,Run
660,300,310,580.086200490927,40,Run
620,300,310,540.0925846556311,40,Run
580,300,310,500.0999900019995,40,Run
540,300,310,460.10868281309365,40,Run
500,300,310,420.11903075200007,40,Run
460,300,310,380.13155617496426,40,Run
420,300,310,340.14702703389895,40,Run
380,300,276,300.9584688956269,40,Jump
340,300,245,265.75364531836624,40,Jump
300,300,217,235.1361307838504,40,Jump
260,300,192,209.91426821443082,40,Jump
220,300,170,191.049731745428,40,Jump
180,300,152,178.61690849412886,40,Jump
140,300,137,173.69225659193907,40,Jump
100,300,125,176.13914953808538,40,Jump
60,300,116,185.0837648201484,40,Jump
20,300,110,199.24858845171275,40,Jump
-20,300,108,216.48094604375694,40,Jump
1100,300,109,1037.7287699587016,40,Jump
1060,300,113,997.681813004527,40,Jump
1020,300,120,957.0788891204319,40,Jump
980,300,130,915.9148432032314,40,Jump
940,300,144,874.0343242687898,40,Jump
900,300,161,831.6976614130882,40,Jump
860,300,181,789.0253481352801,40,Jump
820,300,204,746.2010452954352,40,Jump
780,300,230,703.4912934784624,40,Jump
740,300,260,661.2110101926615,40,Jump
700,300,293,620.0395148698186,40,Jump
660,300,310,580.086200490927,40,Run
620,300,310,540.0925846556311,40,Run
580,300,310,500.0999900019995,40,Run
540,300,310,460.10868281309365,40,Run
500,300,310,420.11903075200007,40,Run
460,300,276,380.7571404451924,40,Jump
420,300,245,344.41980198589044,40,Jump
380,300,217,311.2699792784392,40,Jump
340,300,192,281.5386296762844,40,Jump
300,300,170,255.53864678361276,40,Jump
260,300,152,233.03218661807213,40,Jump
220,300,137,214.8697279748825,40,Jump
180,300,125,201.55644370746373,40,Jump
140,300,116,193.5355264544471,40,Jump
100,300,110,191.049731745428,40,Jump
60,300,108,193.03885619221847,40,Jump
20,300,109,200.2023975880409,40,Jump
-20,300,113,212.05895406702354,40,Jump
1100,325,120,1040.396559010073,40,Jump
1060,325,130,999.2121896774479,40,Jump
1020,325,144,957.2674652363361,40,Jump
980,325,161,914.8202009138189,40,Jump
940,325,181,871.9724766298533,40,Jump
900,325,204,828.8793639607636,41,Jump
859,325,230,784.7713042664086,41,Jump
818,325,260,740.8569362569267,41,Jump
777,325,293,697.734190075275,41,Jump
736,325,310,656.1714714920179,41,Run
695,325,310,615.1828996322963,41,Run
654,325,310,574.1959595817442,41,Run
613,325,310,533.2110276429024,41,Run
572,325,310,492.22860542638114,41,Run
531,325,310,451.2493767308715,41,Run
490,325,310,410.27429848821873,41,Run
449,325,310,369.30475220338013,41,Run
408,325,276,331.6398649137344,41,Jump
367,325,245,297.9412693803932,41,Jump
326,325,217,268.66335812685736,41,Jump
285,325,192,244.36448187083164,41,Jump
244,325,170,225.656819085974,41,Jump
203,325,152,212.26869764522513,41,Jump
162,325,137,205.10485123467947,41,Jump
121,325,125,204.15925156602626,41,Jump
80,325,116,209.0,41,Jump
39,325,110,218.87439320304236,41,Jump
-2,325,108,231.97629189208106,41,Jump
-43,325,109,248.5658866377283,41,Jump
-84,325,113,268.02984908401527,41,Jump
1100,300,120,1035.760590097924,41,Jump
1059,300,130,993.6503409147506,41,Jump
1018,300,144,950.8837994203077,41,Jump
977,300,161,907.7058995071036,41,Jump
936,300,181,864.2320290292416,41,Jump
895,300,204,820.6345106074933,41,Jump
854,300,230,777.1589284052523,41,Jump
813,300,260,734.0905938642724,41,Jump
772,300,293,692.0354037186248,41,Jump
731,300,310,651.0768003853309,41,Run
690,300,310,610.0819617067857,41,Run
649,300,310,569.0878666778971,41,Run
608,300,310,528.0946884792537,41,Run
567,300,310,487.1026585844097,41,Run
526,300,310,446.1120935370392,41,Run
485,300,310,405.123437979093,41,Run
444,300,276,364.7903507495778,41,Jump
403,300,245,327.6492026543022,41,Jump
362,300,217,293.960881751297,41,Jump
321,300,192,264.09278672466615,41,Jump
280,300,170,238.53720883753127,41,Jump
239,300,152,217.22108553268947,41,Jump
198,300,137,201.22872558360052,41,Jump
157,300,125,191.19100397246729,41,Jump
116,300,116,187.48866632412745,41,Jump
75,300,110,190.06577808748213,41,Jump
34,300,108,197.43353311937665,41,Jump
-7,300,109,209.88091861815357,41,Jump
-48,300,113,226.61200321253946,41,Jump
-89,300,120,246.9028148887736,41,Jump
1100,325,130,1038.4724358402586,41,Jump
1059,325,144,995.5912816010393,41,Jump
1018,325,161,952.2289640627405,41,Jump
977,325,181,908.4850026280016,41,Jump
936,325,204,864.5096876264603,41,Jump
895,325,230,820.5181289892381,41,Jump
854,325,260,776.7245328943847,41,Jump
813,325,293,733.698166823388,41,Jump
772,325,310,692.1625531621889,41,Run
731,325,310,651.1727881292338,41,Run
690,325,310,610.1843983583979,41,Run
649,325,310,569.1976809510031,41,Run
608,325,310,528.21302520858,41,Run
567,325,310,487.2309513977945,41,Run
526,325,310,446.2521708630671,41,Run
485,325,276,407.9534287146022,41,Jump
444,325,245,372.6875366845529,41,Jump
403,325,217,340.57745080965066,41,Jump
362,325,192,311.78999342506165,41,Jump
321,325,170,286.54144551879403,41,Jump
280,325,152,264.4409196777231,41,Jump
239,325,137,246.22144504490262,41,Jump
198,325,125,232.2154172315008,41,Jump
157,325,116,222.73302404448245,41,Jump
116,325,110,217.99311915746333,41,Jump
75,325,108,217.05759604307792,41,Jump
34,325,109,220.8438362282271,41,Jump
-7,325,113,229.1571513176056,41,Jump
-48,325,120,241.6795398870165,41,Jump
-89,325,130,258.0426321366297,41,Jump
1100,325,144,1035.9348435109227,41,Jump
1059,325,161,992.6414256920774,41,Jump
1018,325,181,948.9889356573132,41,Jump
977,325,204,905.1243008559653,41,Jump
936,325,230,861.2554789375798,41,Jump
895,325,260,817.5879157619687,41,Jump
854,325,293,774.6612162745726,41,Jump
813,325,310,733.1534627893399,41,Run
772,325,310,692.1625531621889,41,Run
731,325,310,651.1727881292338,41,Run
690,325,310,610.1843983583979,41,Run
649,325,310,569.1976809510031,41,Run
608,325,310,528.21302520858,41,Run
567,325,310,487.2309513977945,41,Run
526,325,310,446.2521708630671,41,Run
485,325,276,407.9534287146022,42,Jump
443,325,245,371.7109091753967,42,Jump
401,325,217,338.6812660895196,42,Jump
359,325,192,309.0792778560219,42,Jump
317,325,170,283.18545160371497,42,Jump
275,325,152,260.679880313,42,Jump
233,325,137,242.39018131929353,42,Jump
191,325,125,228.7378412069153,42,Jump
149,325,116,220.0954338463204,42,Jump
107,325,110,216.6887168266959,42,Jump
65,325,108,217.51781536232843,42,Jump
23,325,109,223.3942702935776,42,Jump
-19,325,113,233.97649454592656,42,Jump
-61,325,120,248.80916381837707,42,Jump
-103,325,130,267.4210163767986,42,Jump
1100,250,144,1025.4930521461372,42,Jump
1058,250,161,982.0412414965066,42,Jump
1016,250,181,938.539823342622,42,Jump
974,250,204,895.1826629241655,42,Jump
932,250,230,852.234709455089,42,Jump
890,250,260,810.0617260431454,42,Jump
848,250,293,769.2028341081434,42,Jump
806,250,310,728.4751196849485,42,Run
764,250,310,686.6265360441585,42,Run
722,250,310,644.7976426755916,42,Run
680,250,310,602.9925372672534,42,Run
638,250,310,561.2165357506851,42,Run
596,250,310,519.4766597259207,42,Run
554,250,310,477.7823772388429,42,Run
512,250,310,436.1467642892699,42,Run
470,250,310,394.58839313897715,42,Run
428,250,310,353.1345352694919,42,Run
386,250,310,311.8268750444708,42,Run
344,250,310,270.73234014428346,42,Run
302,250,340,239.54957733212555,42,Duck
260,250,340,201.24611797498108,42,Duck
218,250,340,164.75436261295178,42,Duck
176,250,340,131.59027319676784,42,Duck
134,250,340,104.95713410721541,42,Duck
92,250,340,90.79647570252934,42,Duck
50,250,340,94.86832980505137,42,Duck
8,250,340,115.25623627379127,42,Duck
-34,250,340,145.24462124292245,42,Duck
-76,250,340,180.0999722376436,42,Duck
1100,300,340,1020.7840124139876,42,Duck
1058,300,340,978.8176541113263,42,Duck
1016,300,310,936.0534172791636,42,Run
974,300,310,894.0559266623089,42,Run
932,300,310,852.0586834250327,42,Run
890,300,310,810.0617260431454,42,Run
848,300,310,768.0651014074263,42,Run
806,300,310,726.0688672570943,42,Run
764,300,310,684.0730955095369,42,Run
722,300,310,642.0778768965646,42,Run
680,300,310,600.0833275470999,42,Run
638,300,310,558.0895985413094,42,Run
596,300,310,516.0968901282006,42,Run
554,300,310,474.10547349719553,42,Run
512,300,276,432.6661530556787,42,Jump
470,300,245,393.8591118661596,42,Jump
428,300,217,357.76109346881196,42,Jump
386,300,192,324.49961479175903,42,Jump
344,300,170,294.27198303610214,42,Jump
302,300,152,266.8107943843352,42,Jump
260,300,137,242.83533515532702,42,Jump
218,300,125,222.86543024883872,42,Jump
176,300,116,207.53794833716555,42,Jump
134,300,110,197.52468200202222,42,Jump
92,300,108,192.37463450257678,42,Jump
50,300,109,193.3416664870767,42,Jump
8,300,113,200.38213493223392,42,Jump
-34,300,120,213.06337085477645,42,Jump
1100,300,130,1034.0696301506973,42,Jump
1058,300,144,990.3635696046175,42,Jump
1016,300,161,946.2647621041375,42,Jump
974,300,181,901.8852476895273,42,Jump
932,300,204,857.3913925390201,42,Jump
890,300,230,813.0190649671138,42,Jump
848,300,260,769.0409611977765,42,Jump
806,300,293,726.0337457721921,42,Jump
764,300,310,684.0730955095369,42,Run
722,300,310,642.0778768965646,42,Run
680,300,310,600.0833275470999,42,Run
638,300,310,558.0895985413094,42,Run
596,300,310,516.0968901282006,42,Run
554,300,310,474.10547349719553,42,Run
512,300,276,432.6661530556787,42,Jump
470,300,245,393.8591118661596,42,Jump
428,300,217,357.76109346881196,42,Jump
386,300,192,324.49961479175903,42,Jump
344,300,170,294.27198303610214,42,Jump
302,300,152,266.8107943843352,42,Jump
260,300,137,242.83533515532702,42,Jump
218,300,125,222.86543024883872,42,Jump
176,300,116,207.53794833716555,42,Jump
134,300,110,197.52468200202222,42,Jump
92,300,108,192.37463450257678,42,Jump
50,300,109,193.3416664870767,42,Jump
8,300,113,200.38213493223392,42,Jump
-34,300,120,213.06337085477645,42,Jump
1100,325,130,1038.4724358402586,43,Jump
1057,325,144,993.6246776323543,43,Jump
1014,325,161,948.2889854891282,43,Jump
971,325,181,902.5613552551428,43,Jump
928,325,204,856.5891664035917,43,Jump
885,325,230,810.586207630009,43,Jump
842,325,260,764.7672848651412,43,Jump
799,325,293,719.7117478546533,43,Jump
756,325,310,676.1663996384322,43,Run
713,325,310,633.1777001758669,43,Run
670,325,310,590.1906471641176,43,Run
627,325,310,547.2056286260221,43,Run
584,325,276,506.3763422593911,43,Jump
541,325,245,467.8899443245174,43,Jump
498,325,217,431.7267654431446,43,Jump
455,325,192,397.88691860879266,43,Jump
412,325,170,366.4000545851488,43,Jump
369,325,152,336.82339586198583,43,Jump
326,325,137,309.61266123981426,43,Jump
283,325,125,284.9719284420836,43,Jump
240,325,116,263.2128416320146,43,Jump
197,325,110,244.77336456403913,43,Jump
154,325,108,229.2705825002414,43,Jump
111,325,109,218.2131985009156,43,Jump
68,325,113,212.33935103979195,43,Jump
25,325,120,212.24985276791125,43,Jump
-18,325,130,218.24069281414958,43,Jump
1100,325,144,1035.9348435109227,43,Jump
1057,325,161,990.6689659013247,43,Jump
1014,325,181,945.0354490705627,43,Jump
971,325,204,899.1785139781755,43,Jump
928,325,230,853.3047521255229,43,Jump
885,325,260,807.6199601297631,43,Jump
842,325,293,762.6716200305345,43,Jump
799,325,310,719.1564502943709,43,Run
756,325,310,676.1663996384322,43,Run
713,325,310,633.1777001758669,43,Run
670,325,310,590.1906471641176,43,Run
627,325,310,547.2056286260221,43,Run
584,325,310,504.22316487840976,43,Run
541,325,276,463.59680758176063,43,Jump
498,325,245,425.58665392608356,43,Jump
455,325,217,390.242232465939,43,Jump
412,325,192,357.64926953651116,43,Jump
369,325,170,327.9420680547099,43,Jump
326,325,152,300.74075214376916,43,Jump
283,325,137,276.68212808202844,43,Jump
240,325,125,256.12496949731394,43,Jump
197,325,116,239.52035404115452,43,Jump
154,325,110,227.37853900489378,43,Jump
111,325,108,219.20310216782974,43,Jump
68,325,109,216.33307652783935,43,Jump
25,325,113,219.01826407859232,43,Jump
-18,325,120,227.2201575564985,43,Jump
-61,325,130,240.63665556186572,43,Jump
1100,325,144,1035.9348435109227,43,Jump
1057,325,161,990.6689659013247,43,Jump
1014,325,181,945.0354490705627,43,Jump
971,325,204,899.1785139781755,43,Jump
928,325,230,853.3047521255229,43,Jump
885,325,260,807.6199601297631,43,Jump
842,325,293,762.6716200305345,43,Jump
799,325,310,719.1564502943709,43,Run
756,325,310,676.1663996384322,43,Run
713,325,310,633.1777001758669,43,Run
670,325,310,590.1906471641176,43,Run
627,325,310,547.2056286260221,43,Run
584,325,310,504.22316487840976,43,Run
541,325,310,461.24397015028825,43,Run
498,325,276,420.86221023037933,43,Jump
455,325,245,383.43839140075687,43,Jump
412,325,217,349.12461958446875,43,Jump
369,325,192,318.1351913888182,43,Jump
326,325,170,290.7593506664919,43,Jump
283,325,152,266.7170785682837,43,Jump
240,325,137,246.86838598735156,43,Jump
197,325,125,231.70886905770354,43,Jump
154,325,116,221.713779454503,43,Jump
111,325,110,217.2233873228203,43,Jump
68,325,108,217.33154395991392,43,Jump
25,325,109,222.89235069871734,43,Jump
-18,325,113,233.5551326774901,43,Jump
-61,325,120,248.80916381837707,43,Jump
-104,325,130,268.1063221932672,43,Jump
1100,300,144,1031.8604556818718,43,Jump
1057,300,161,986.8383859579035,43,Jump
1014,300,181,941.5503172958947,43,Jump
971,300,204,896.1567943167089,43,Jump
928,300,230,850.8842459465329,43,Jump
885,300,260,805.9931761497736,43,Jump
842,300,293,762.0321515526756,43,Jump
799,300,310,719.0695376665598,43,Run
756,300,310,676.0739604510737,43,Run
713,300,310,633.0789840138433,43,Run
670,300,310,590.0847396772772,43,Run
627,300,310,547.0914000420771,43,Run
584,300,276,504.5711049990873,43,Jump
541,300,245,464.26931839181447,43,Jump
498,300,217,426.16076778605515,43,Jump
455,300,192,390.242232465939,43,Jump
412,300,170,356.5445273735105,44,Jump
368,300,152,323.8024088854189,44,Jump
324,300,137,293.43653487594213,44,Jump
280,300,125,265.75364531836624,44,Jump
236,300,116,241.23018053303363,44,Jump
192,300,110,220.55384830013736,44,Jump
148,300,108,203.68603290358425,44,Jump
104,300,109,192.50194804209124,44,Jump
60,300,113,188.06647760831805,44,Jump
16,300,120,191.03926298015284,44,Jump
-28,300,130,201.40506448448608,44,Jump
1100,300,144,1031.8604556818718,44,Jump
1056,300,161,985.8483656222188,44,Jump
1012,300,181,939.5663893520244,44,Jump
968,300,204,893.174115164563,44,Jump
924,300,230,846.8978686949212,44,Jump
880,300,260,800.9993757800314,44,Jump
836,300,293,756.032406712834,44,Jump
792,300,310,712.0702212563028,44,Run
748,300,310,668.0748461063326,44,Run
704,300,310,624.0801230611339,44,Run
660,300,310,580.086200490927,44,Run
616,300,310,536.0932754661263,44,Run
572,300,310,492.10161552264793,44,Run
528,300,276,448.6423965699185,44,Jump
484,300,245,407.72662410002124,44,Jump
440,300,217,369.44417710934357,44,Jump
396,300,192,333.94610343586885,44,Jump
352,300,170,301.4697331408246,44,Jump
308,300,152,271.8234721285121,44,Jump
264,300,137,245.81497106563708,44,Jump
220,300,125,224.1093483101497,44,Jump
176,300,116,207.53794833716555,44,Jump
132,300,110,196.98730923589977,44,Jump
88,300,108,192.16659439142902,44,Jump
44,300,109,194.36306233438492,44,Jump
0,300,113,203.39370688396434,44,Jump
-44,300,120,218.577217477028,44,Jump
-88,300,130,239.00627606822377,44,Jump
1100,300,144,1031.8604556818718,44,Jump
1056,300,161,985.8483656222188,44,Jump
1012,300,181,939.5663893520244,44,Jump
968,300,204,893.174115164563,44,Jump
924,300,230,846.8978686949212,44,Jump
880,300,260,800.9993757800314,44,Jump
836,300,293,756.032406712834,44,Jump
792,300,310,712.0702212563028,44,Run
748,300,310,668.0748461063326,44,Run
704,300,310,624.0801230611339,44,Run
660,300,310,580.086200490927,44,Run
616,300,310,536.0932754661263,44,Run
572,300,310,492.10161552264793,44,Run
528,300,310,448.1115932443614,44,Run
484,300,276,404.71224345206065,44,Jump
440,300,245,364.17715469260287,44,Jump
396,300,217,326.71853329739344,44,Jump
352,300,192,292.6567955814455,44,Jump
308,300,170,262.4576156258378,44,Jump
264,300,152,236.13555429032706,44,Jump
220,300,137,214.8697279748825,44,Jump
176,300,125,199.60210419732553,44,Jump
132,300,116,191.2066944434739,44,Jump
88,300,110,190.16834647227702,44,Jump
44,300,108,195.34584715319647,44,Jump
0,300,109,207.07728026029315,44,Jump
-44,300,113,224.37691503361035,44,Jump
-88,300,120,246.2194143441983,44,Jump
-132,300,130,271.7425251961864,44,Jump
-132,300,144,263.21094202179364,44,Jump
1100,325,161,1033.1001887522816,44,Jump
1056,325,181,986.5657606059517,44,Jump
1012,325,204,939.8217916179641,44,Jump
968,325,230,893.0671867222533,44,Jump
924,325,260,846.4992616653602,44,Jump
880,325,293,800.6397442045954,44,Jump
836,325,310,756.1487948810076,44,Run
792,325,310,712.1579880897216,44,Run
748,325,310,668.1683919492151,44,Run
704,325,310,624.1802624242455,44,Run
660,325,310,580.1939330947886,44,Run
616,325,310,536.2098469815712,44,Run
572,325,276,494.43401986513834,44,Jump
528,325,245,455.08680490649255,44,Jump
484,325,217,418.186561237924,44,Jump
440,325,192,383.7824904812621,44,Jump
396,325,170,351.96732802917944,44,Jump
352,325,152,322.3553939365681,44,Jump
308,325,137,295.51311307622206,44,Jump
264,325,125,271.7646040234085,44,Jump
220,325,116,251.55715056424057,44,Jump
176,325,110,235.4591259645716,44,Jump
132,325,108,223.14345161801185,44,Jump
88,325,109,216.14809737770074,44,Jump
44,325,113,215.0348808914498,44,Jump
0,325,120,220.05681084665386,44,Jump
1100,300,130,1034.0696301506973,44,Jump
1056,300,144,988.3885875504634,44,Jump
1012,300,161,942.3083359495447,44,Jump
968,300,181,895.938055894491,44,Jump
924,300,204,849.442169897398,44,Jump
880,300,230,803.0566605165541,45,Jump
835,300,260,756.0588601425156,45,Jump
790,300,293,710.0345062037478,45,Jump
745,300,310,665.0751837198559,45,Run
700,300,310,620.0806399170998,45,Run
655,300,310,575.0869499475709,45,Run
610,300,310,530.0943312279429,45,Run
